id,SalePrice
1461,122504.52945340039
1462,160983.53913913362
1463,176492.47782290218
1464,198323.56619773206
1465,199642.80184854465
1466,174212.39131560613
1467,172371.14997079244
1468,164353.2877109007
1469,182264.3793287739
1470,118978.79154698088
1471,193563.40921966633
1472,97048.45957336249
1473,100054.17520344089
1474,148452.83868308365
1475,115727.20080380226
1476,357829.4082277846
1477,248243.6087666176
1478,280404.24814079487
1479,270743.7884650709
1480,502166.52213146724
1481,327266.5786861175
1482,208226.3740476691
1483,176905.34486676127
1484,162195.41834874067
1485,183056.96091069237
1486,193453.74249712037
1487,324142.0557425701
1488,238636.98520603418
1489,191384.0565125823
1490,226467.1767790845
1491,193548.9717909583
1492,94348.93254799675
1493,175940.34321188627
1494,294848.6414623797
1495,292566.7853033473
1496,231095.02787909552
1497,177771.71122524497
1498,168137.89729361236
1499,159189.35417485642
1500,160304.15571866944
1501,178666.29617262818
1502,145359.48230676886
1503,280002.0305099514
1504,244556.47588494144
1505,226987.088808843
1506,191076.45074245252
1507,254687.23252770744
1508,197903.26991042861
1509,164183.4459261482
1510,144708.5231963607
1511,151234.29695383023
1512,173213.24656045536
1513,143118.7388923496
1514,151144.10552854548
1515,193880.83081721334
1516,154584.5972511736
1517,159332.40852122637
1518,132830.3643105307
1519,210881.2579217567
1520,132778.88919729725
1521,136089.91906735147
1522,176864.35291323432
1523,113690.14558635475
1524,127186.26654969668
1525,125205.23014784793
1526,115402.29030651451
1527,107107.092928631
1528,138320.2103033164
1529,149941.3846483106
1530,184348.1046359015
1531,108479.50462425724
1532,95803.00144185539
1533,148997.07184775334
1534,123954.78386722901
1535,146253.73901732135
1536,107058.07182571541
1537,52558.635404291745
1538,160255.47390426288
1539,195482.56312376447
1540,86030.23821853803
1541,139200.78810338135
1542,137488.1918755127
1543,196938.53572999564
1544,83699.36681318787
1545,115337.99554922638
1546,129959.13202211354
1547,138197.92087991413
1548,132224.341320622
1549,121450.53296575212
1550,131081.2476575383
1551,105113.01871853885
1552,136352.6602354549
1553,148574.02633580822
1554,120911.79653265933
1555,159685.710411424
