Id,SalePrice
1461,120696.9567046058
1462,161278.91277673078
1463,179188.36355336566
1464,197576.10703834804
1465,196437.1420726801
1466,172163.76899068768
1467,173097.1157891837
1468,166063.7161039129
1469,181601.9478634529
1470,123526.89809304694
1471,189290.2455324221
1472,97099.80229067484
1473,99069.14071729936
1474,148706.71512203538
1475,116516.5586900689
1476,372189.43978156726
1477,254879.2460964867
1478,280907.5983295725
1479,276254.689077523
1480,500079.7361412963
1481,337385.1780096571
1482,207299.96740006836
1483,180390.5818963451
1484,164172.5765301743
1485,185338.6031024971
1486,196700.08301448185
1487,340192.0699397347
1488,238539.11549160842
1489,196651.71419903275
1490,232841.62093523072
1491,191340.54963262554
1492,92570.67884581085
1493,178731.9824953471
1494,291461.1183336137
1495,288938.3038132916
1496,234545.20139011
1497,179468.18753096974
1498,167132.1688964041
1499,159606.69373007247
1500,159040.9335170756
1501,180049.82700328997
1502,146502.7702417898
1503,279274.622189302
1504,243896.96471842867
1505,227480.52182261305
1506,191531.20396351762
1507,252888.6788243398
1508,195044.43705796162
1509,163601.99714798998
1510,144239.36176972714
1511,150134.71138228115
1512,172661.00296315888
1513,140820.30076150206
1514,150399.24617046118
1515,191619.51455197512
1516,153031.66271585273
1517,162244.58219935017
1518,132404.80230767303
1519,215548.74837433244
1520,133691.8413373739
1521,137369.05251819163
1522,175318.68733309524
1523,114679.24945254505
1524,126907.79644446552
1525,123458.04657627273
1526,112936.82617842859
1527,107052.07107506896
1528,137999.58501886594
1529,153555.40794472958
1530,182609.88137282134
1531,107168.93194377696
1532,95205.75419148491
1533,147919.95115290687
1534,124303.83605773089
1535,151852.93600297906
1536,105423.80297463683
1537,58522.84501465557
1538,153772.39949609851
1539,200068.6690243653
1540,89303.50489621144
1541,144990.02698547754
1542,138217.93891011534
1543,198543.59707640196
1544,84625.26610569177
1545,114213.04677288755
1546,128380.65051560709
1547,135784.58021550367
1548,133867.62128119334
1549,119637.71702856777
1550,131838.56496377182
1551,107921.34401095955
1552,134886.95535103316
1553,153478.46386870192
1554,119979.04116408786
1555,164877.3928969785
1556,85124.66875558809
1557,102096.72993348917
1558,101590.64106824846
1559,73659.55690834462
1560,123029.90174582352
1561,124218.94477919428
1562,126394.76983909374
1563,120632.10077210685
1564,157749.0634612259
1565,143251.86130637274
1566,239314.7682639141
1567,76344.87414024892
1568,236271.99376358092
1569,128301.93115890223
1570,140894.14385209378
1571,121168.70020875375
1572,144869.66125301813
1573,242773.92942679545
1574,108173.64145344062
1575,228462.54914779484
1576,238982.33037647366
1577,181189.1861885829
1578,141253.33275262703
1579,145004.55560922588
1580,192398.93748150702
1581,149126.7203455285
1582,125406.87901417271
1583,306211.2416338701
1584,221595.6140278863
1585,139487.48416176657
1586,69785.92786751612
1587,103033.0228887818
1588,155486.45582546393
1589,94055.00545384653
1590,134305.73909814784
1591,98196.46110902238
1592,114315.23686514821
1593,122309.1444048166
1594,123921.40257095448
1595,107318.77052142951
1596,226799.9206526602
1597,190148.46165535672
1598,223461.4113009557
1599,162103.81907971072
1600,156664.6893058719
1601,63020.832065352835
1602,116464.34201305453
1603,78934.41579205921
1604,265403.15606544196
1605,242606.4548601538
1606,168141.04270022636
1607,175563.29602440164
1608,211329.02401950437
1609,181443.97836825578
1610,152524.52625048242
1611,134997.52044657024
1612,167475.6324908717
1613,160421.64049063734
1614,124481.56532465926
1615,91764.5735031116
1616,80566.59757711443
1617,91221.42989513642
1618,126328.15492698655
1619,139034.80404729582
1620,138936.39566039795
1621,137611.82375066297
1622,141730.55165673656
1623,265991.9568432989
1624,213980.3141055026
1625,119863.39583442581
1626,164033.73382461426
1627,191219.7871100431
1628,275877.53206402354
1629,178101.64323830686
1630,357983.1351144478
1631,228535.84253492198
1632,245246.65747939638
1633,168999.56837990988
1634,187397.21290004253
1635,178469.20599904613
1636,152706.6730328425
1637,191274.4317537753
1638,188251.55545113332
1639,179533.17586508268
1640,257721.60807077424
1641,176857.66188985275
1642,238186.9571328101
1643,219915.7381877876
1644,237500.74990944832
1645,197203.70037248568
1646,158199.36808580236
1647,155355.09577111065
1648,129668.98155569109
1649,142695.47724509623
1650,112588.79624792539
1651,120129.98487495049
1652,98687.21988259075
1653,101248.6425642671
1654,146231.29782893602
1655,138725.82902438054
1656,142280.25197988295
1657,148246.77158833318
1658,144709.24347702926
1659,119298.29958822177
1660,147645.74429329502
1661,451604.6741350461
1662,410251.24937368237
1663,388749.5965569031
1664,521478.52056492184
1665,304279.2213828588
1666,328719.3059726625
1667,401787.6325835001
1668,337285.7904790968
1669,297445.5926775187
1670,347828.8462828924
1671,263830.77347115567
1672,442894.0180276751
1673,296099.85273509345
1674,247497.9025723794
1675,194115.47268906306
1676,196708.6376410352
1677,222638.70605444355
1678,476523.565669226
1679,391517.7000696035
1680,331118.05649886647
1681,240447.4168715424
1682,310318.09376200754
1683,184833.39942208357
1684,173414.45084837053
1685,175291.0200004167
1686,167857.38738109986
1687,168667.69566674234
1688,192566.5733543603
1689,196072.2099820398
1690,196883.1877792615
1691,184316.6350413683
1692,260798.6503080721
1693,170295.9272904497
1694,186024.05642925482
1695,164123.4118604015
1696,272104.213998865
1697,170499.83204995625
1698,355192.82675449474
1699,320608.1893066579
1700,250565.37873068498
1701,269464.19719122385
1702,247046.08965796977
1703,245904.4216589348
1704,287584.21650093485
1705,237151.04627415122
1706,439551.37553058553
1707,211824.56890488794
1708,203747.9482436211
1709,271696.7650710847
1710,221606.52014743577
1711,267267.71105323837
1712,254223.8174329964
1713,271941.33295821847
1714,225882.79029860685
1715,209517.08862080326
1716,182142.57807533222
1717,175843.95896259442
1718,133021.6981063392
1719,206743.88445280492
1720,237241.35169243463
1721,164557.33799210825
1722,126059.75352381027
1723,154916.65667107978
1724,200044.77491636807
1725,242714.78957726504
1726,185135.14969244966
1727,152555.99783771837
1728,182127.74244664912
1729,165192.16987774125
1730,149347.3914319164
1731,118636.61109041623
1732,130341.4178028249
1733,112704.70531743839
1734,120026.29137739772
1735,128537.32387432679
1736,113131.08192631876
1737,310969.27458842716
1738,238428.31691364956
1739,243890.19794216682
1740,212714.24455625465
1741,188392.74030595395
1742,177493.8863726987
1743,177368.5445027401
1744,320102.4844751778
1745,219085.81271794852
1746,180837.55464904621
1747,220654.34120663116
1748,227547.30212978643
1749,143452.13649079832
1750,124981.10295017791
1751,241649.34073166124
1752,117729.25172238165
1753,145206.60417093633
1754,193679.35140997678
1755,170924.77246469562
1756,128121.69777360158
1757,120444.22326166485
1758,148873.43265209408
1759,159475.60698524775
