Id,SalePrice
1461,118889.38395581121
1462,161574.28641432791
1463,181884.24928382912
1464,196828.64787896408
1465,193231.4822968155
1466,170115.14666576922
1467,173823.081607575
1468,167774.14449692515
1469,180939.51639813188
1470,128075.00463911299
1471,185017.08184517783
1472,97151.1450079872
1473,98084.10623115784
1474,148960.59156098712
1475,117305.91657633554
1476,386549.4713353499
1477,261514.8834263558
1478,281410.94851835014
1479,281765.58968997514
1480,497992.95015112543
1481,347503.7773331967
1482,206373.56075246766
1483,183875.8189259289
1484,166149.73471160792
1485,187620.2452943018
1486,199946.4235318433
1487,356242.08413689927
1488,238441.24577718272
1489,201919.37188548324
1490,239216.06509137698
1491,189132.12747429276
1492,90792.42514362496
1493,181523.6217788079
1494,288073.5952048477
1495,285309.8223232359
1496,237995.37490112454
1497,181164.66383669458
1498,166126.4404991959
1499,160024.03328528852
1500,157777.7113154818
1501,181433.3578339518
1502,147646.0581768108
1503,278547.21386865247
1504,243237.4535519159
1505,227973.9548363831
1506,191985.95718458277
1507,251090.1251209721
1508,192185.60420549463
1509,163020.54836983178
1510,143770.20034309354
1511,149035.12581073205
1512,172108.75936586238
1513,138521.86263065453
1514,149654.38681237685
1515,189358.1982867369
1516,151478.72818053185
1517,165156.75587747403
1518,131979.24030481535
1519,220216.2388269082
1520,134604.79347745058
1521,138648.1859690318
1522,173773.02175295618
1523,115668.35331873532
1524,126629.32633923434
1525,121710.86300469752
1526,110471.36205034264
1527,106997.04922150692
1528,137678.95973441546
1529,157169.43124114856
1530,180871.6581097412
1531,105858.35926329669
1532,94608.50694111445
1533,146842.83045806037
1534,124652.8882482328
1535,157452.13298863673
1536,103789.53412355826
1537,64487.05462501939
1538,147289.32508793418
1539,204654.77492496616
1540,92576.77157388483
1541,150779.2658675737
1542,138947.685944718
1543,200148.65842280825
1544,85551.16539819568
1545,113088.09799654875
1546,126802.16900910066
1547,133371.2395510932
1548,135510.90124176466
1549,117824.90109138339
1550,132595.88227000533
1551,110729.6693033803
1552,133421.2504666114
1553,158382.90140159562
1554,119046.28579551639
1555,170069.075382533
1556,88419.69525035787
1557,97409.51729563442
1558,100394.76856829917
1559,76187.58715456749
1560,120376.9828812204
1561,122789.56498399668
1562,125915.22879418214
1563,118532.95863705475
1564,158086.7699785477
1565,142826.0741616369
1566,247304.45895445533
1567,78539.0501584689
1568,235034.9163196133
1569,125969.72020453097
1570,140473.82143836896
1571,122184.54183615935
1572,144879.763819228
1573,249810.78861062255
1574,110907.39852555792
1575,230648.26958342944
1576,234056.93508543135
1577,187104.55309134192
1578,137590.42075850337
1579,145929.695945397
1580,194622.92046799272
1581,148224.42825836813
1582,124595.12793234365
1583,299915.6359123927
1584,220276.3844704299
1585,139488.11721754938
1586,68810.71420890703
1587,102017.26744485856
1588,159145.42444796316
1589,95226.54131598932
1590,132082.17635356748
1591,96558.42431239532
1592,116407.5675065698
1593,119704.02829829251
1594,124932.11379066175
1595,106752.65649116527
1596,228568.02101601727
1597,191007.48110548395
1598,225477.58400977743
1599,161805.2007983201
1600,157815.72297892705
1601,64976.0021414608
1602,114432.80895091561
1603,77274.38930969533
1604,269610.438191466
1605,237238.59093143785
1606,166300.02659458685
1607,168922.37725495538
1608,214044.68331479112
1609,186258.21261838908
1610,158852.4623195147
1611,133373.53218345577
1612,170285.61725863462
1613,160000.0617316046
1614,120450.07566809042
1615,90906.85478944425
1616,78561.14252318267
1617,88530.57345530285
1618,125763.99861601614
1619,142699.6161152798
1620,153037.18934710685
1621,137259.50587976657
1622,143614.41213770336
1623,261422.02135062564
1624,210105.76531190667
1625,115260.34508103189
1626,158900.00329188217
1627,191149.51959369946
1628,270058.9304259975
1629,182521.30199206885
1630,359365.12435272906
1631,232560.16021237907
1632,245676.53775642125
1633,171716.64313641732
1634,191808.06631958977
1635,176931.55966436892
1636,152074.16904721298
1637,190678.08815449473
1638,189624.68061529665
1639,177515.38167377087
1640,258875.31660764586
1641,176676.43725074624
1642,237490.85995297472
1643,219635.97730994967
1644,239734.28655664786
1645,199493.46891708107
1646,155959.36979680503
1647,153707.82289363226
1648,132223.3910322215
1649,144971.62600301404
1650,113549.62024202943
1651,123029.29387443172
1652,98092.95602979085
1653,99830.4040840851
1654,147767.36220319872
1655,139838.66541271177
1656,142910.19871519858
1657,149813.00570122243
1658,144228.58497718733
1659,116669.8643031463
1660,147233.05883429243
1661,460888.15546366374
1662,414759.3452355422
1663,396092.46697915514
1664,516647.31801893964
1665,306473.3404217022
1666,339045.4994437695
1667,411390.7570484923
1668,338901.3232527344
1669,302719.26896631904
1670,356272.8986445378
1671,267036.32669520663
1672,441513.5286055396
1673,299736.46238571894
1674,249752.3434089858
1675,195291.9722426887
1676,199393.38175300838
1677,230124.05348901788
1678,459864.84362134227
1679,401374.9274597254
1680,333944.5687249578
1681,244796.07914599456
1682,316556.6723374624
1683,187027.15015077748
1684,174831.181938245
1685,175281.55855963717
1686,166856.96116271397
1687,170156.3902004201
1688,195732.02287482983
1689,199216.83497620551
1690,196116.3736597634
1691,183650.4879750223
1692,260456.92919000148
1693,174891.37076967198
1694,189500.28142575463
1695,165333.9425262095
1696,269482.43306083453
1697,173337.85491427183
1698,367279.9348379357
1699,325682.09438124084
1700,253712.6516873105
1701,270127.48575864
1702,251108.7203118399
1703,254468.71275119265
1704,290051.2828492065
1705,246895.2352857323
1706,447334.5650602872
1707,221279.75930879576
1708,209298.51380402735
1709,263132.820089685
1710,218974.8001624233
1711,269319.0133928056
1712,259142.98402739497
1713,277374.1288586593
1714,226179.03054389803
1715,213246.58211447613
1716,180280.1016307635
1717,179168.95054225097
1718,134380.21479783027
1719,210169.75087481266
1720,232459.75051762955
1721,166400.43165050578
1722,130010.5904145021
1723,158427.29188090714
1724,201697.94794658376
1725,243291.76024617875
1726,183066.26254709298
1727,154019.22533452345
1728,184937.4133507698
1729,168591.46312325427
1730,152102.07067776588
1731,116931.11145861936
1732,127572.15384829542
1733,109504.9580393051
1734,118111.45100515739
1735,130354.41448261011
1736,114709.29424270452
1737,309056.3022331125
1738,240382.98733271786
1739,239000.1696307796
1740,207874.93340540846
1741,186054.07708987987
1742,179962.75714475216
1743,178965.86175070648
1744,309674.36422973895
1745,226083.26472693327
1746,181112.17984599993
1747,223023.06589042387
1748,229180.37800603642
1749,143510.8431529579
1750,123306.95555847835
1751,236226.4179316768
1752,116844.29338656983
1753,147431.54188609234
1754,191284.7709446068
1755,170343.11544099636
1756,129811.2160642219
1757,119332.17027160367
1758,151041.6218418519
1759,158120.0912407891
1760,165169.53129565984
1761,134522.96356368327
1762,173599.04377664605
1763,176649.74609956908
1764,114028.93650483082
1765,168333.7440643498
1766,182440.8497977698
1767,213596.33028430736
1768,148322.35225840652
1769,166867.4322406631
1770,152788.3589827373
1771,117497.69716624745
1772,132362.95929408644
1773,127292.79148568696
1774,141522.62475499004
1775,146899.60125360708
1776,132202.69635887563
1777,111036.59859948573
1778,141629.8390325397
1779,115819.24919920543
1780,182206.76098030174
1781,124074.3266391214
1782,82977.95339168316
1783,148280.94132231333
1784,108480.9444903114
1785,120693.6845926451
1786,128723.26639479834
1787,166269.97386151637
1788,60742.2283121251
1789,96419.24079739058
1790,75557.73660260865
1791,176631.36443166833
1792,164036.82256439194
1793,127524.35942251247
1794,153087.23257138298
1795,141744.8215766865
1796,126879.33133290756
1797,116342.20777003525
1798,121019.85494552716
1799,109845.61444212068
1800,129568.232365913
1801,134127.3441531786
1802,126070.55116617634
1803,147534.3568515642
1804,145284.41580835293
1805,139972.8552135972
1806,126541.36400071504
1807,129515.74077706164
1808,124357.23294247343
1809,125476.41236687645
1810,132847.28833539307
1811,91995.01237752131
1812,97319.9787277501
1813,127580.87971007192
1814,90495.34430202722
1815,57631.898775819995
1816,96837.14786726306
1817,111723.65842875552
1818,155218.17925584104
1819,127870.15009077899
1820,59641.70419912307
1821,105196.06839598888
1822,151766.93882018275
1823,46577.422400782074
1824,129977.1790437096
1825,133429.71507358376
1826,105849.46550604214
1827,96052.22846648605
1828,130287.14500326198
1829,110649.14761473639
1830,152309.8032650195
1831,148484.7891607121
1832,70831.5083528734
1833,132109.42361294467
1834,121299.2078915499
1835,123685.92507509777
1836,124113.70436126567
1837,87572.0348569826
1838,131020.5670884228
1839,94974.59112025026
1840,153052.6287797074
1841,143233.09916595634
1842,84818.36140309356
1843,120921.88731714012
1844,138090.6476294752
1845,140608.12193786062
1846,151383.28481233423
1847,173000.2391810807
1848,55046.41540937831
1849,111042.4252676282
1850,114877.40571031539
1851,156493.6310686283
1852,120672.14134994507
1853,129369.98928476892
1854,165447.08021562613
1855,149458.6706634628
1856,222113.99075806575
1857,143924.16680798787
1858,136299.8960892328
1859,117704.51017734612
1860,148290.13468517878
1861,117266.94745291575
1862,289923.40251144435
1863,271346.2855095797
1864,271375.5669796785
1865,329865.11602472095
1866,324514.2787907511
1867,222638.15089372694
1868,298069.33502185
1869,201654.23644477932
1870,219837.23653473926
1871,243683.11362902977
1872,171051.75233973455
1873,248601.4184095626
1874,147470.0529531681
1875,197453.3216334251
1876,201557.1771577543
1877,217889.34986058003
1878,200849.07102691088
1879,129159.3365497132
1880,131727.60713628356
1881,242006.53851256453
1882,245502.97268242744
1883,192513.8131915812
1884,209887.06387285583
1885,240653.5175665007
1886,286717.88443199085
1887,218486.97696593858
1888,266150.5975096887
1889,167121.99379158506
1890,122700.85902562022
1891,141513.15458845807
1892,96190.15240132144
1893,132823.51433476098
1894,129890.63242808315
1895,139005.39363525217
1896,125301.5055982889
1897,109791.9586328066
1898,111058.47945017321
1899,162071.51253815624
1900,151136.7923494124
1901,173095.57389663535
1902,147066.13544017717
1903,215677.8834551188
1904,135422.7642137195
1905,204651.07881026677
1906,147072.25966958673
1907,211387.31338277122
1908,109267.3152827406
1909,129799.00290490229
1910,118800.06291381511
1911,212597.4361525671
1912,335156.7701392998
1913,137597.80792748075
1914,66747.35399840501
1915,311940.54498940456
1916,67272.80346662636
1917,243562.83971779866
1918,138376.02262309933
1919,175892.70563626938
1920,151537.3942237704
1921,395415.7006951567
1922,311689.7611974686
1923,226173.73884613215
1924,230195.08658807378
1925,196995.2612754605
1926,390493.98157606454
1927,139864.0110335481
1928,142738.2027448046
1929,130315.72094538587
1930,131647.34167789036
1931,141428.10892211462
1932,144443.117229434
1933,180791.94755846725
1934,184023.04565252236
1935,175846.30210998206
1936,194553.75436657513
1937,182859.22968915472
1938,166416.2253510957
1939,249289.55763687575
1940,187440.12175516257
1941,169287.38627937945
1942,183493.23908229914
1943,205399.8661237381
1944,375889.6997791539
1945,399119.5501613463
1946,145338.0265136001
1947,311345.8196585279
1948,164866.97303961133
1949,239118.42411350072
1950,185259.70854232652
1951,258336.54055760885
1952,209142.52023115885
1953,165737.36981967208
1954,186439.10229090633
1955,138649.78914310955
1956,285378.53483526316
1957,154340.585094197
1958,301000.32697402674
1959,146271.20458902096
1960,114840.80082750159
1961,121608.03555161328
1962,96678.42996714343
1963,103440.1992961034
1964,111746.62460633271
1965,145047.32381176043
1966,134838.3477616044
1967,299662.2816301829
1968,434270.57565814815
1969,411647.2173424174
1970,448428.57127032214
1971,458502.8816187176
1972,376512.6676284751
1973,267161.50904428266
1974,335757.7056943855
1975,509310.4788879282
1976,272459.3116397997
1977,369530.6821134551
1978,391542.5163891494
1979,319145.61986207345
1980,204456.22019938307
1981,342337.03008952143
1982,226013.24028117408
1983,206242.3619914146
1984,170349.29299355714
1985,226221.09712836586
1986,211508.71414980467
1987,175552.07865213393
1988,178942.02107614808
1989,193610.88387199692
1990,213073.82650882794
1991,241884.14881034486
1992,210007.83075112023
1993,168947.25360998057
1994,234817.80274031957
1995,189901.1693149101
1996,249858.03436953315
1997,323425.02210494503
1998,338990.3656638159
1999,283773.4430034197
2000,316344.01262097294
2001,275706.941447838
2002,248066.1542431144
2003,267247.85832803906
2004,285696.4763757565
2005,224056.03407520743
2006,224049.73706711998
2007,240477.22328080027
2008,212257.54759169006
2009,194199.984818081
2010,186486.60030208158
2011,143928.12871998182
2012,173427.88538572218
2013,181711.90978367065
2014,186013.57103014248
2015,206257.7221525037
